credit_amount,Country,gender,Age,Balance,annual_income,churn
640,Spain,Female,34,77826.8,168544.85,0
562,France,Male,75,87140.85,39351.64,0
502,Germany,Female,42,132002.7,28204.98,1
536,France,Male,32,178011.5,22375.14,0
670,Germany,Female,32,102954.68,134942.45,0
775,Germany,Male,51,123783.25,134901.57,0
759,Germany,Male,30,101802.67,8693.8,0
604,France,Male,33,148659.48,42437.75,0
766,Germany,Female,62,142724.48,5893.23,1
554,Spain,Female,41,112152.89,36242.19,0
487,France,Female,53,89550.85,90076.85,0
725,France,Male,35,75915.75,150507.43,0
732,Germany,Female,42,118889.66,87422.15,0
623,France,Male,40,118788.57,192867.4,0
781,France,Female,42,156555.54,175674.01,0
714,Germany,Male,53,99141.86,72496.05,1
577,Germany,Female,31,61211.18,145250.43,0
731,Spain,Female,37,128932.4,180712.52,0
650,Spain,Female,23,0,180622.43,0
779,France,Male,32,80728.15,86306.75,0
706,Spain,Female,46,127660.46,150156.82,1
733,Spain,Male,44,106070.89,101617.43,0
579,Germany,Female,42,137560.38,85424.34,0
476,Germany,Female,34,111905.43,197221.81,1
775,France,Male,40,126212.64,70196.57,0
538,Spain,Male,68,0,110440.5,1
602,France,Male,38,111835.94,124389.61,0
615,France,Male,30,0,3183.15,0
700,Germany,Female,28,99705.69,146723.72,0
615,France,Male,32,0,2139.25,0
544,Germany,Male,44,108895.93,69228.2,1
573,Spain,Male,56,154669.77,115462.27,1
555,Spain,Male,50,128061,62375.1,0
692,France,Female,31,0,91829.17,1
476,France,Female,40,0,182547.04,0
770,Spain,Male,46,190678.02,14725.36,0
641,France,Female,40,0,126996.67,0
705,France,Female,35,0,133991.11,1
784,France,Male,38,136712.91,169920.92,0
727,Spain,Female,52,154733.97,80259.67,1
576,France,Female,41,112609.91,191035.18,1
646,Spain,Male,69,115462.44,40421.87,0
638,France,Male,34,133501.36,155643.04,0
632,Germany,Male,30,58668.02,78670.52,0
850,Spain,Male,44,89118.26,104240.77,1
492,France,Female,28,0,95957.09,0
673,Germany,Female,77,76510.52,59595.66,0
609,Spain,Male,34,140694.78,46266.63,0
701,Germany,Male,36,95448.32,189085.07,0
651,France,Male,34,91562.99,123954.15,0
508,France,Male,31,72541.48,129803.08,0
616,Spain,Female,43,120867.18,18761.92,1
489,France,Male,34,0,43540.59,0
567,Spain,Female,45,157320.51,62193.92,0
714,Spain,Male,27,0,129130.09,0
678,Germany,Female,30,139676.95,16146,0
581,France,Female,55,0,22442.13,0
748,Spain,Male,60,0,78194.37,0
781,France,Female,19,0,124297.32,0
691,Spain,Male,21,103000.94,104648.58,0
507,Germany,Male,31,134237.07,166423.66,1
724,Germany,Male,34,118235.7,157137.23,0
705,Spain,Female,57,0,34134.14,0
708,Spain,Female,64,0,112520.07,1
580,Germany,Male,38,115442.19,128481.5,1
850,France,Male,38,0,16491.64,0
714,Spain,Male,25,0,132979.43,0
559,France,Female,43,0,196645.87,0
577,Spain,Female,44,115557,127506.76,0
647,Germany,Female,35,166518.63,147930.46,0
554,Spain,Male,30,135370.12,179689.05,1
549,Germany,Male,54,92877.33,2619.64,1
528,France,Female,26,102073.67,166799.93,0
720,Germany,Male,46,97042.6,133516.51,1
743,Spain,Male,41,0,163736.09,1
615,Germany,Male,24,108528.07,179488.41,1
635,Germany,Female,44,79064.85,113291.75,0
686,Spain,Male,45,74274.87,64907.48,1
840,Spain,Female,36,0,141364.27,0
695,France,Male,43,100421.1,101141.28,0
564,France,Male,26,84006.88,183490.99,0
805,France,Female,31,0,4798.12,0
558,Spain,Male,45,0,131807.14,0
657,France,Female,39,80293.81,97192.76,0
641,France,Female,42,125437.14,164128.58,0
755,France,Male,36,0,176809.87,0
483,France,Male,48,0,110059.38,0
545,Germany,Female,44,127536.44,108398.63,0
678,France,Male,66,0,47117.03,0
781,Germany,Female,48,82794.18,124720.68,1
571,Spain,Female,22,108117.1,53328.7,0
634,Spain,Female,35,0,82634.41,0
523,Germany,Male,27,61688.61,147059.16,0
501,France,Female,40,0,141946.92,0
662,France,Male,74,0,123583.85,0
573,Spain,Male,50,159304.07,155915.24,1
648,Germany,Male,33,138664.24,29076.27,0
662,France,Female,22,126362.57,97382.8,0
725,France,Male,39,160652.45,57643.55,0
563,France,Female,35,183572.84,66006.75,1
628,France,Male,31,88421.81,72350.47,0
546,Spain,Female,45,0,197789.83,1
688,Germany,Male,41,112871.19,65520.74,0
850,Germany,Male,41,60880.68,31825.84,0
614,France,Female,34,0,185561.89,0
719,France,Female,37,101455.7,25803.59,1
757,France,Female,71,88084.13,154337.47,0
669,France,Male,29,0,138145.62,0
438,Germany,Male,59,127197.14,51565.98,1
492,France,Male,39,0,71323.23,0
622,France,Female,39,83456.79,38882.34,0
645,France,Male,42,98298.18,676.06,0
728,France,Male,37,0,72203.8,0
651,France,Male,35,86911.8,174094.24,0
783,Germany,Female,42,139707.28,2150.22,0
732,Spain,Female,67,0,177783.04,0
553,Spain,Female,39,142876.98,44363.42,0
660,France,Male,30,146301.31,96847.91,0
670,France,Female,40,47364.45,148579.43,1
718,France,Male,38,0,38308.34,0
787,France,Male,51,58137.08,142538.31,0
775,Germany,Female,38,179886.41,153122.58,0
479,Germany,Male,24,107637.97,169505.83,0
660,France,Female,20,167685.56,57929.9,0
721,Germany,Male,68,136525.99,175399.14,0
659,Germany,Male,39,52106.33,107964.36,0
743,France,Female,39,0,94263.44,0
670,France,Female,45,104930.38,155921.81,1
766,Germany,Female,34,106434.94,137995.66,1
845,Spain,Female,38,112803.92,179631.85,0
710,Germany,Female,46,120530.34,166586.99,1
602,Germany,Female,43,113641.49,115116.35,1
604,Spain,Male,43,145081.72,23881.62,0
564,Spain,Female,35,0,105837.38,0
637,Germany,Female,27,135842.89,101418.05,0
527,France,Female,31,112203.25,182266.01,0
687,France,Male,34,129895.19,28698.17,0
756,Germany,Male,41,149049.92,50422.36,1
503,Germany,Male,42,153279.39,151336.96,0
657,Spain,Male,42,41473.33,112979.6,1
666,France,Female,40,0,36371.27,0
615,Germany,Male,39,113193.51,52166.25,0
712,Germany,Male,27,113174.21,147261.58,0
764,France,Female,24,0,88724.49,0
471,France,Male,42,164951.56,190531.77,0
608,Spain,Male,27,153325.1,199953.33,0
682,Spain,Female,47,134032.01,144290.97,0
587,Germany,Female,32,125445.04,130514.78,0
714,Germany,Female,35,126077.43,53954.24,0
630,Spain,Female,31,0,169802.73,0
648,Germany,Female,28,90371.09,146851.73,0
785,France,Female,40,0,96832.82,0
601,Germany,Female,47,142802.02,57553.02,0
717,France,Female,28,90537.16,74800.99,0
707,France,Female,44,0,192542.17,0
771,France,Female,23,156123.73,72990.62,0
602,France,Female,35,0,31050.02,0
626,France,Male,38,141074.59,52795.56,1
588,Spain,Male,59,0,27435.41,0
616,Germany,Female,42,117899.95,150266.81,0
621,Spain,Male,33,0,40299.23,0
674,France,Male,26,166257.96,149369.41,0
633,Spain,Female,46,0,120250.58,0
698,Germany,Female,64,169362.43,84760.32,1
508,France,Male,26,205962,156424.4,0
736,France,Female,24,0,109355.73,1
672,Germany,Male,68,126061.51,184936.77,0
613,France,Female,21,105627.95,36560.51,0
712,France,Male,32,100606.02,165693.06,0
624,France,Female,38,0,163666.85,0
676,France,Male,38,0,35644.79,0
683,Germany,Female,32,138171.1,188203.58,0
489,France,Female,31,139395.08,6120.84,0
739,France,Male,29,0,164484.78,0
701,France,Female,37,0,164268.28,0
666,Germany,Female,50,109062.28,140136.1,1
565,Germany,Female,40,89994.71,121084.27,0
666,France,Male,36,0,35156.54,0
633,France,Male,59,103996.74,103159.11,0
578,France,Male,34,175111.11,74858.3,0
812,Spain,Female,49,66079.45,91556.57,1
809,Germany,Male,33,148055.74,199203.21,0
615,France,Male,36,0,27011.8,1
684,Spain,Female,31,0,188637.05,0
544,France,Male,40,0,61581.2,0
713,Germany,Male,47,95994.98,197529.23,0
633,France,Male,37,0,182258.17,0
672,Germany,Female,23,110741.56,80778.5,0
661,France,Male,35,0,155394.52,0
749,Spain,Female,28,0,3408.7,0
635,Spain,Female,32,0,19367.98,1
850,Germany,Female,70,96947.58,62282.99,1
641,France,Male,41,0,65396.79,0
633,Germany,Male,30,109786.82,139712.81,0
413,Spain,Male,35,0,60972.84,0
538,France,Male,31,0,1375.46,0
437,France,Female,39,102721.49,22191.82,0
612,Spain,Male,33,69478.57,8973.67,1
516,Germany,Female,53,156674.2,118502.34,1
826,Spain,Female,56,174506.1,161802.82,1
660,Germany,Female,23,166070.48,90494.72,0
646,Germany,Female,29,105957.44,15470.91,0
767,France,Male,36,0,65147.27,0
640,France,Male,40,110340.68,157886.6,0
778,France,Male,33,0,85439.73,0
679,Germany,Male,52,135870.01,54038.62,0
549,France,Male,31,0,25684.85,0
598,France,Male,47,0,186116.54,0
655,France,Female,45,0,166830.71,0
494,France,Male,30,85704.95,27886.06,0
653,France,Female,42,0,5768.32,0
539,Germany,Female,38,105435.74,80575.44,1
645,France,Female,37,0,68987.55,0
751,Germany,Male,34,108513.25,27097.82,0
528,France,Male,35,156687.1,199320.77,0
696,Germany,Male,31,150604.52,5566.6,0
716,France,Female,44,155114.9,133871.83,0
602,France,Female,35,0,152843.53,0
647,Spain,Female,64,91216,41800.18,0
850,Germany,Male,61,141784.02,92053.75,0
590,France,Female,32,127763.24,100717.54,0
825,Spain,Female,32,0,42935.15,0
850,Spain,Male,31,82613.56,149170.92,0
789,France,Female,32,69423.52,107499.39,0
701,France,Female,42,86167.82,153342.38,0
713,Spain,Female,47,0,107825.08,1
570,France,Male,30,131406.56,47952.45,0
536,Germany,Female,44,121898.82,131007.18,0
771,Germany,Male,32,77487.2,33143.04,0
512,France,Female,75,0,123304.62,0
698,Spain,Male,45,164450.94,141970.02,1
656,France,Male,33,138705.02,37136.15,0
761,Spain,Male,37,132730.17,199293.01,0
709,France,Female,30,0,161388.22,0
597,Spain,Female,66,0,70532.53,0
592,France,Male,28,116498.22,144290.25,0
599,France,Female,41,0,96069.82,0
572,Germany,Female,35,139979.07,185662.84,0
611,Germany,Female,43,127216.31,17913.25,0
634,France,Female,45,0,101039.53,1
666,France,Male,51,148222.65,156953.54,1
696,France,Female,41,0,28276.83,0
669,France,Female,38,0,84049.16,0
726,Spain,Male,30,134152.29,147822.44,0
497,Germany,Female,32,111537.23,9497.99,1
750,Spain,Female,39,119565.92,87067.73,0
850,Spain,Female,29,0,23237.25,0
617,Spain,Male,38,0,27239.28,0
652,Germany,Male,46,121063.8,151481.86,1
560,Spain,Female,27,124995.98,114669.79,0
629,Spain,Male,39,0,116748.14,0
660,Germany,Female,52,86891.84,90877.76,0
676,France,Male,38,0,133692.88,0
581,Spain,Male,43,78022.61,30662.91,0
798,France,Male,34,154495.79,191395.88,0
705,France,Male,38,189443.72,106648.58,0
714,Spain,Female,31,152926.6,50899.91,0
664,France,Female,44,142989.69,115452.51,1
697,Germany,Male,43,115371.94,64139.1,0
609,France,Male,37,0,22030.72,0
548,Spain,Male,38,178056.54,38434.73,0
850,Spain,Male,39,206014.94,42774.84,1
656,France,Male,41,0,158973.77,0
727,Germany,Male,37,101191.83,34551.35,1
642,France,Female,55,0,101515.76,0
710,Spain,Female,31,0,9561.73,0
710,Spain,Male,33,0,168313.17,0
718,France,Female,37,0,55100.09,0
586,Germany,Male,32,149814.54,31830.06,0
617,Spain,Female,36,115617.24,71519.4,0
630,France,Male,28,0,32599.35,0
791,Germany,Female,42,113657.41,139946.68,1
673,Spain,Male,39,138160,110468.51,0
477,Germany,Female,36,117700.86,74042,0
662,France,Female,37,0,151871.84,0
850,Germany,Male,37,122506.38,199693.84,1
635,France,Female,58,0,58907.08,1
537,France,Male,59,0,103799.77,1
579,France,Female,39,166501.17,93835.64,0
651,Spain,Female,46,89743.05,156425.57,1
610,France,Female,25,0,123723.83,0
581,France,Male,30,0,199464.08,0
592,France,Male,39,0,83084.33,0
688,Spain,Female,35,0,25488.43,1
681,France,Female,18,98894.39,9596.4,0
658,Germany,Male,37,168735.74,70370.24,0
792,France,Male,34,0,86330.32,0
528,Germany,Female,62,133201.17,168507.68,1
624,Spain,Female,36,0,111605.9,0
562,Germany,Male,31,127237.25,143317.42,0
678,Germany,Male,36,117864.85,27619.06,0
705,Germany,Female,64,153469.26,146573.66,1
650,Germany,Male,23,93911.3,69055.45,0
593,Spain,Female,46,76597.79,54453.72,0
652,France,Female,40,79927.36,33524.6,0
554,Spain,Female,27,0,135083.73,0
584,Germany,Male,32,40172.91,137439.34,0
516,France,Male,33,115195.58,11205.5,0
789,Germany,Female,43,116644.29,60176.1,0
598,Germany,Male,20,180293.84,29552.7,0
669,Germany,Female,30,139872.81,188795.85,0
645,France,Female,24,34547.82,11638.17,0
659,France,Female,32,0,93155.75,0
833,Germany,Male,29,96462.25,48986.18,0
697,Spain,Female,40,130334.35,116951.1,0
580,Germany,Male,39,119688.81,137041.26,0
691,France,Male,38,0,44653.5,0
534,France,Male,52,0,104035.41,1
478,France,Female,32,71187.24,110593.62,0
572,France,Female,47,0,36099.7,0
501,France,Male,37,0,12470.3,0
624,Spain,Female,38,0,95403.41,0
595,France,Female,39,136422.41,151757.81,0
603,France,Male,30,0,47536.46,0
602,France,Female,25,0,101274.17,0
500,France,Female,34,0,140268.45,0
422,France,Male,41,153238.88,11663.09,0
615,France,Male,35,0,150784.29,0
635,France,Female,78,47536.4,119400.08,0
711,France,Female,32,0,126188.42,0
834,France,Male,36,142882.49,89983.02,1
633,France,Female,44,0,29761.29,0
650,France,Female,31,160566.11,27073.81,0
743,Germany,Male,65,131935.51,96399.67,1
567,France,Male,38,127678.8,45422.89,0
706,Germany,Female,46,105214.58,108699.59,1
638,France,Male,46,139859.54,38967.29,0
641,France,Female,38,0,116466.19,0
574,France,Female,34,112324.45,17993.43,0
642,Germany,Male,30,134497.27,43250.54,0
722,Spain,Female,35,120171.58,125240.8,0
623,France,Male,23,106012.2,191415.94,0
681,France,Male,25,0,90860.97,0
530,France,Female,34,0,141872.52,0
797,France,Female,55,0,49418.87,1
653,France,Male,51,0,170426.65,1
850,Germany,Male,42,119839.69,51016.02,1
581,Spain,Male,34,0,81175.25,0
589,Germany,Male,38,92219.21,99106.97,0
555,Germany,Male,48,142055.41,79134.78,0
748,France,Female,49,29602.08,163550.58,1
745,France,Female,46,0,67769.94,0
730,France,Male,34,0,126592.01,0
565,France,Female,44,0,89602.81,0
778,France,Male,37,141803.77,179421.84,0
812,France,Male,24,0,156906.15,0
526,France,Male,42,0,168486.02,0
708,France,Female,47,126589.12,132730.07,1
680,France,Male,33,108393.35,39057.67,0
567,Spain,Male,43,115643.58,174606.35,0
564,Spain,Male,48,132876.23,79259.77,0
709,France,Female,24,110949.41,168515.61,0
629,France,Male,46,130666.2,161125.67,1
510,France,Female,45,103821.47,77878.62,0
506,France,Female,32,0,80823.02,0
605,France,Male,39,0,119348.28,0
650,Spain,Male,32,132187.73,178331.36,0
850,Germany,Male,49,98649.55,119174.88,1
489,Germany,Male,38,126444.08,82662.73,0
659,Germany,Female,30,154159.51,40441.1,0
753,France,Female,43,0,109881.71,0
477,Germany,Male,48,129250,157937.35,0
610,Spain,Female,45,0,38276.84,1
619,France,Female,33,167733.51,65222.48,0
619,Germany,Female,31,56116.3,2181.94,0
758,France,Female,30,141581.08,156249.06,0
516,Germany,Male,50,139675.07,45591.23,0
789,France,Female,27,66201.96,79458.12,0
687,France,Female,44,0,103042.2,1
485,Germany,Male,34,133658.24,70209.83,0
446,Germany,Male,25,136202.78,176743.51,0
597,France,Female,60,131778.08,10703.53,1
712,Spain,Male,74,0,151425.82,0
522,France,Female,34,0,3894.34,0
805,Germany,Female,26,42712.87,28861.69,0
781,France,Female,28,0,177703.15,0
689,Spain,Female,57,0,136649.8,1
670,Germany,Male,31,142631.54,175894.24,0
670,France,Male,33,141204.65,76257.46,0
524,Germany,Female,25,131402.21,193668.49,0
734,Spain,Female,39,92636.96,125671.29,0
489,France,Female,51,0,174098.28,1
578,Germany,Female,31,102088.68,187866.21,1
622,Spain,Male,39,0,100862.36,0
843,France,Female,38,134887.53,10804.04,0
687,France,Male,48,0,170893.85,0
700,Spain,Male,28,159900.38,22698.56,0
410,Germany,Female,50,102278.79,89822.48,0
537,France,Female,41,0,175262.49,0
780,France,Female,43,0,15705.27,0
652,Spain,Male,58,0,170025.43,0
620,Germany,Male,35,76989.97,17242.79,0
697,France,Female,23,0,79734.23,0
786,France,Male,35,0,92712.97,0
850,Germany,Female,39,114491.82,99689.48,0
749,Germany,Male,54,144768.94,93336.3,1
445,France,Male,31,145056.59,175893.53,0
443,Germany,Male,50,117206.3,42840.18,1
637,Germany,Male,41,138014.4,140298.24,0
616,Germany,Female,45,128352.59,144000.59,1
756,France,Female,23,112568.31,113408.11,0
644,France,Male,33,0,96420.58,0
850,Germany,Male,41,176958.46,125806.3,0
703,Germany,Female,38,99167.54,65720.92,0
684,Spain,Female,42,103210.27,31002.03,0
706,Germany,Female,48,104478.12,158248.71,1
580,Spain,Male,61,125921.37,94677.83,0
777,Spain,Female,35,0,17257.72,0
676,Germany,Male,48,80697.44,101397.86,0
708,France,Female,44,161887.81,84870.23,0
809,France,Male,24,109558.36,183515.13,0
588,France,Male,38,124271.26,75969.19,0
623,France,Male,43,0,146379.3,0
537,Spain,Male,42,190569.23,127154.8,0
536,Spain,Male,53,143923.96,2019.78,1
769,France,Male,48,96542.16,197885.72,0
690,France,Male,33,0,138017.68,0
771,Spain,Male,45,139825.56,170984.97,1
497,Germany,Male,24,111769.14,55859.27,0
622,Spain,Male,37,0,4459.5,0
602,Spain,Male,30,113672.18,102135.92,0
543,France,Female,32,147256.86,112771.95,0
520,Spain,Male,45,107023.03,32903.93,0
669,France,Male,37,125529.55,162260.93,0
631,Spain,Female,41,0,87959.83,0
537,Germany,Male,48,131834.8,166476.95,1
732,France,Male,62,0,25438.87,0
844,Spain,Male,56,99529.7,157230.06,1
838,Spain,Male,35,0,197305.91,0
652,France,Male,27,107303.72,44435.76,0
660,France,Male,33,72783.42,181051.99,0
692,Spain,Female,44,0,159069.37,0
588,France,Female,35,0,155485.24,0
533,Germany,Female,22,115743.6,43852.05,0
850,France,Male,43,161256.53,140071.57,0
511,France,Male,27,0,49089.36,0
530,Spain,Male,44,0,55893.37,0
554,France,Male,31,0,192660.55,0
585,Germany,Female,40,162261.01,137028.51,0
754,France,Male,39,74896.33,34430.16,0
474,France,Male,54,0,108409.17,1
837,Germany,Male,35,144037.6,145325.32,0
567,France,Female,23,93522.2,81425.61,0
800,Spain,Male,38,0,51553.43,0
646,France,Male,18,0,52795.15,0
627,Germany,Male,38,106922.92,84270.09,0
505,France,Male,26,112972.57,145011.62,0
566,Germany,Female,35,123042,66245.44,1
619,Germany,Female,33,100488.92,36446.74,0
757,France,Female,44,123322.15,137136.29,0
648,France,Male,32,0,117323.31,0
621,Spain,Male,42,68683.68,74157.71,0
543,Germany,Male,49,59532.18,104253.56,0
658,France,Female,43,140260.36,2748.72,0
633,Germany,Male,50,88302.65,195937.16,0
648,France,Female,19,0,22101.86,0
501,Germany,Male,40,114655.58,126535.92,0
683,France,Female,42,148283.94,44692.63,1
619,Spain,Female,38,0,112442.63,1
705,France,Female,35,0,66331.01,0
638,Germany,Female,53,123916.67,16657.68,1
710,France,Female,31,0,20081.3,0
590,France,Female,54,0,93820.49,1
725,France,Male,43,165896,130795.52,0
638,France,Female,32,0,160129.99,0
791,France,Male,36,111168.97,189969.91,0
702,France,Female,40,103549.24,9712.52,1
607,France,Female,32,0,196062.01,0
535,France,Male,30,103804.97,125710.53,0
651,France,Male,45,165901.59,23054.51,1
506,Germany,Male,59,119152.1,170679.74,0
511,Spain,Female,57,122950.31,181258.76,0
757,France,Female,51,0,22835.13,1
768,Germany,Male,49,133384.66,102397.22,1
757,France,Male,32,0,115950.96,0
663,Spain,Male,64,0,15876.52,0
537,Germany,Female,37,158411.95,117690.58,1
570,Germany,Male,29,122028.65,173792.77,0
850,France,Female,35,0,80992.8,0
661,Germany,Female,64,128751.65,189398.18,1
659,France,Male,54,133436.52,56787.8,0
454,Spain,Male,40,123177.01,148309.98,0
708,France,Female,59,0,179673.11,1
720,France,Female,37,120328.88,138470.21,0
785,France,Female,39,130147.98,163798.41,1
743,Spain,Female,36,92716.96,33693.78,0
493,Spain,Female,48,0,48545.1,0
557,Spain,Male,34,0,123427.98,0
850,France,Male,40,76914.21,174183.44,0
799,France,Female,32,106045.92,17938,0
756,France,Male,34,103133.26,90059.04,0
752,France,Male,38,145974.79,137694.23,0
696,Spain,Female,36,0,65039.9,0
630,Spain,Female,49,0,162858.29,0
659,Spain,Female,38,0,35701.06,0
685,Spain,Male,39,0,18826.06,0
599,Spain,Female,31,0,130086.47,1
559,Spain,Female,31,139183.06,143360.56,0
615,Spain,Male,19,0,159920.92,0
580,Germany,Female,36,74974.89,12099.67,0
487,Spain,Male,44,61691.45,53087.98,0
646,Germany,Female,35,121952.75,142839.82,0
811,France,Female,35,0,178.19,0
526,Spain,Male,35,0,105618.14,0
767,Spain,Male,37,0,24734.25,0
548,France,Female,33,80107.83,82245.67,0
737,Spain,Female,45,0,177695.67,0
613,Germany,Male,40,147856.82,107961.11,1
711,Spain,Male,36,0,55207.41,0
850,Spain,Female,53,65407.16,182633.63,1
752,France,Female,53,114233.18,51587.04,0
710,France,Female,37,0,115403.31,0
664,Spain,Female,53,187602.18,186392.99,1
510,France,Female,22,156834.34,44374.44,0
577,France,Female,34,0,84033.35,0
529,France,Male,42,157498.9,82276.62,0
757,Spain,Female,44,0,177528.92,0
691,France,Male,41,0,56850.92,1
621,Spain,Male,34,0,47972.65,0
709,Spain,Male,35,0,104982.39,0
756,Spain,Male,19,130274.22,133535.29,0
788,France,Female,41,0,25571.37,0
705,France,Female,39,149379.66,96075.55,0
483,France,Male,29,0,81634.45,0
719,Spain,Male,35,100829.94,165008.97,0
793,Germany,Female,32,96408.98,138191.81,0
593,France,Male,41,0,99136.49,0
551,France,Male,52,0,63584.55,1
690,France,Male,39,0,160532.88,0
823,France,Male,71,149105.08,162683.06,0
512,Spain,Male,39,0,134878.19,0
802,Spain,Male,41,0,134626.3,0
450,Spain,Female,34,0,175480.93,0
651,Germany,Male,41,90218.11,174337.68,0
697,France,Female,33,87347.7,172524.51,0
611,France,Male,28,0,25395.83,0
643,France,Female,33,137811.75,184856.89,0
822,France,Male,37,105563,182624.93,0
632,France,Male,38,0,192505.62,0
575,Spain,Female,26,0,112507.63,0
672,France,Male,31,91125.75,177295.92,0
517,Spain,Male,39,0,12465.51,0
621,Spain,Male,39,0,36122.96,0
775,Germany,Female,77,135120.56,37836.64,0
600,France,Male,29,0,34747.43,0
640,France,Male,28,0,131097.9,0
752,France,Female,36,86837.95,105280.55,0
613,France,Male,26,100446.57,149653.81,0
484,France,Female,32,0,139390.99,0
511,France,Female,33,0,132436.71,0
745,France,Female,32,0,179705.13,1
786,Spain,Female,32,114512.59,15796.66,0
727,France,Male,35,136364.46,142754.71,0
622,France,Male,31,106260.67,2578.43,0
794,France,Male,24,146126.75,88992.05,0
636,Spain,Male,52,111284.53,32936.44,1
741,Spain,Female,42,121056.63,39122.58,0
687,France,Male,34,128270.56,191092.62,0
660,Spain,Male,30,0,129149.06,0
660,France,Male,35,0,13218.6,0
617,France,Female,79,0,160589.18,0
762,France,Male,32,191775.65,179657.83,0
752,Spain,Female,35,0,44335.54,1
561,Spain,Male,34,85141.79,29217.37,0
609,France,Male,26,126392.18,43651.49,0
803,France,Male,28,0,159654,0
556,France,Female,40,129860.37,17992.94,0
531,France,Female,53,127642.44,141501.45,1
411,France,Female,35,0,93825.78,0
587,Germany,Female,44,125584.17,41852.24,1
683,Spain,Male,56,50911.21,97629.31,1
654,France,Male,29,91955.61,37065.66,0
670,Germany,Female,36,84266.44,38614.69,0
655,France,Female,36,147149.59,87816.86,0
752,France,Female,36,0,184866.86,0
534,France,Female,23,104822.45,160176.47,0
635,France,Male,42,146766.72,164357.1,0
491,Germany,Male,70,148745.92,17818.33,0
516,France,Male,27,0,142680.64,1
530,France,Female,48,0,85081.09,0
687,Spain,Male,35,0,176450.19,0
684,France,Female,41,135203.81,121967.88,0
706,Germany,Male,23,93301.97,127187.04,0
490,Germany,Male,33,96341,108313.34,0
796,France,Male,44,165326.2,57205.55,0
849,France,Male,27,0,157891.86,0
779,France,Female,41,99786.2,86927.53,0
794,Spain,Female,22,114440.24,107753.07,0
748,Spain,Male,36,141573.55,82158.14,0
663,Spain,Female,22,0,29135.89,1
645,Spain,Female,55,133676.65,17095.49,0
464,France,Female,33,147493.7,100447.53,0
737,France,Male,54,0,83470.4,1
590,France,Female,29,0,121846.81,0
522,Germany,Female,37,95022.57,129107.59,0
648,France,Female,34,0,54726.43,0
754,France,Male,37,0,116141.72,0
669,France,Male,50,149713.61,124872.42,1
648,Germany,Female,43,107963.38,186438.86,1
763,France,Male,40,0,134281.11,0
790,Spain,Male,32,0,91044.47,0
581,France,Male,37,0,74320.75,0
703,France,Male,43,0,9704.66,0
571,France,Female,33,102017.25,128600.49,0
657,Spain,Female,27,0,6468.24,0
737,France,Male,44,0,57898.58,0
793,Spain,Male,29,96674.55,192120.66,0
783,Spain,Female,44,81811.71,164213.53,1
751,Spain,Male,33,79281.61,117547.76,0
579,France,Male,31,0,26149.25,0
655,Germany,Female,36,122314.39,9181.66,0
614,Germany,Male,43,140733.74,166588.76,0
678,Germany,Male,49,116933.11,195053.58,1
562,Spain,Male,41,165445.04,85787.31,0
711,Germany,Female,53,123805.03,102428.51,0
620,France,Male,37,107548.94,71175.94,0
437,France,Male,49,111634.29,166440.32,0
691,Germany,Female,41,109153.96,148848.76,1
552,Spain,Female,34,0,140286.69,0
765,Germany,Male,34,86055.17,104220.5,0
707,Germany,Female,51,98438.23,70778.63,1
764,Spain,Male,29,0,65868.28,0
585,France,Female,32,144705.87,171482.56,0
784,France,Male,31,0,143204.41,0
605,France,Male,41,91612.91,28427.84,0
699,Spain,Male,40,0,78387.32,0
544,France,Female,40,0,161076.92,0
803,France,Female,32,192122.84,54277.45,1
735,France,Male,41,179904,137180.95,0
673,France,Male,59,178058.06,21063.71,1
652,France,Male,30,176166.56,152210.81,0
694,France,Male,42,156864.2,88890.75,0
741,France,Female,44,0,190534.76,0
590,Spain,Male,30,0,83090.35,0
809,Spain,Female,33,0,141426.78,0
523,France,Male,34,161588.89,51358.66,0
540,France,Male,48,109349.29,88703.04,1
596,Spain,Female,29,0,116696.77,0
597,France,Female,36,0,7156.09,0
407,Spain,Male,37,0,49161.12,1
748,France,Male,60,152335.7,126743.33,1
562,France,Female,51,124662.54,65390.46,1
734,Germany,Female,47,91522.04,138835.91,0
710,France,Male,45,0,36154.66,0
539,Spain,Female,39,62052.28,59755.14,0
542,France,Male,32,107871.72,125302.64,0
717,France,Female,36,99472.76,94274.72,1
682,Spain,Female,50,128039.01,102260.16,0
515,France,Male,33,0,136028.97,0
526,Spain,Female,33,114634.63,110114.38,1
702,France,Male,26,56738.47,100442.22,1
651,Germany,Male,34,90355.12,193597.94,0
792,Germany,Male,36,115725.24,1871.25,0
817,Germany,Male,58,114327.59,42831.11,0
674,Germany,Female,36,100762.64,182156.86,0
641,France,Female,40,0,151648.66,1
513,Spain,Male,39,89039.9,146738.83,0
561,France,Male,34,78829.53,12148.2,0
627,Germany,Male,30,112372.96,118029.09,0
682,Germany,Male,81,122029.15,50783.88,0
683,France,Female,29,157829.12,129891.66,0
420,Germany,Female,31,108377.75,9904.63,0
670,France,Female,54,95507.12,63213.31,0
505,Germany,Male,43,127146.68,137565.87,0
580,Germany,Male,24,133811.78,17185.95,1
577,France,Male,36,121092.47,143783.46,0
773,Germany,Male,34,126979.75,36823.28,0
616,France,Male,37,144235.73,154957.66,1
763,France,Female,38,152582.2,31892.82,0
